source,title,date,url
WH,Menu President Donald J. Trump The White House Search News Articles Briefings & Statements Fact Sheets Presidential Actions Executive Orders Nominations & Appointments Presidential Memoranda Proclamat,2025-09-30,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025 Continuance of Certain Federal Advisory Committees Presidential Actions , E",2025-09-30,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Continuance of Certain Federal Advisory Committees Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Continuance of Certain Federal Advisory Committees Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Continuance of Certain Federal Advisory Committees Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Assuring the Security of the State of Qatar Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Assuring the Security of the State of Qatar Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Assuring the Security of the State of Qatar Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 29, 2025",2025-09-29,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Saving TikTok While Protecting National Security Presidential Actions , Executive Orders September 25, 2025",2025-09-25,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Saving TikTok While Protecting National Security Presidential Actions , Executive Orders September 25, 2025",2025-09-25,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Saving TikTok While Protecting National Security Presidential Actions , Executive Orders September 25, 2025",2025-09-25,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 25, 2025",2025-09-25,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Designating Antifa as a Domestic Terrorist Organization Presidential Actions , Executive Orders September 22, 2025",2025-09-22,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Designating Antifa as a Domestic Terrorist Organization Presidential Actions , Executive Orders September 22, 2025",2025-09-22,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Designating Antifa as a Domestic Terrorist Organization Presidential Actions , Executive Orders September 22, 2025",2025-09-22,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 22, 2025",2025-09-22,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"The Gold Card Presidential Actions , Executive Orders September 19, 2025",2025-09-19,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"The Gold Card Presidential Actions , Executive Orders September 19, 2025",2025-09-19,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"The Gold Card Presidential Actions , Executive Orders September 19, 2025",2025-09-19,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 19, 2025",2025-09-19,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Establishing An Emergency Board to Investigate Disputes Between the Long Island Rail Road Company and Certain of its Employees Represented by Certain Labor Organizations Presidential Actions , Executi",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Establishing An Emergency Board to Investigate Disputes Between the Long Island Rail Road Company and Certain of its Employees Represented by Certain Labor Organizations Presidential Actions , Executi",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Establishing An Emergency Board to Investigate Disputes Between the Long Island Rail Road Company and Certain of its Employees Represented by Certain Labor Organizations Presidential Actions , Executi",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 16, 2025",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Further Extending the TikTok Enforcement Delay Presidential Actions , Executive Orders September 16, 2025",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Further Extending the TikTok Enforcement Delay Presidential Actions , Executive Orders September 16, 2025",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Further Extending the TikTok Enforcement Delay Presidential Actions , Executive Orders September 16, 2025",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 16, 2025",2025-09-16,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Restoring the United States Department of War Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Restoring the United States Department of War Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Restoring the United States Department of War Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Modifying The Scope of Reciprocal Tariffs and Establishing Procedures for Implementing Trade and Security Agreements Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Modifying The Scope of Reciprocal Tariffs and Establishing Procedures for Implementing Trade and Security Agreements Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Modifying The Scope of Reciprocal Tariffs and Establishing Procedures for Implementing Trade and Security Agreements Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,"Presidential Actions , Executive Orders September 5, 2025",2025-09-05,https://www.whitehouse.gov/presidential-actions/executive-orders/
WH,Menu President Donald J. Trump The White House Search News Articles Briefings & Statements Fact Sheets Presidential Actions Executive Orders Nominations & Appointments Presidential Memoranda Proclamat,2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Child Health Day Briefings & Statements October 6, 2025 Presidential Message on German-American Day, 2025 Briefings & Statements October 6, 2025 Presidential Message on Yom Kip",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Child Health Day Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Child Health Day Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Child Health Day Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on German-American Day, 2025 Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on German-American Day, 2025 Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on German-American Day, 2025 Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements October 6, 2025",2025-10-06,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Yom Kippur Briefings & Statements October 1, 2025",2025-10-01,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Yom Kippur Briefings & Statements October 1, 2025",2025-10-01,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on Yom Kippur Briefings & Statements October 1, 2025",2025-10-01,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements October 1, 2025",2025-10-01,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on the Feast of Saint Michael the Archangel Briefings & Statements September 29, 2025",2025-09-29,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on the Feast of Saint Michael the Archangel Briefings & Statements September 29, 2025",2025-09-29,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on the Feast of Saint Michael the Archangel Briefings & Statements September 29, 2025",2025-09-29,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 29, 2025",2025-09-29,https://www.whitehouse.gov/briefings-statements/
WH,"National Hunting and Fishing Day Briefings & Statements September 27, 2025",2025-09-27,https://www.whitehouse.gov/briefings-statements/
WH,"National Hunting and Fishing Day Briefings & Statements September 27, 2025",2025-09-27,https://www.whitehouse.gov/briefings-statements/
WH,"National Hunting and Fishing Day Briefings & Statements September 27, 2025",2025-09-27,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 27, 2025",2025-09-27,https://www.whitehouse.gov/briefings-statements/
WH,"The Office of Federal Procurement Policy and the Small Business Administration Reinforce Small Business Participation in Federal Contracting. Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"The Office of Federal Procurement Policy and the Small Business Administration Reinforce Small Business Participation in Federal Contracting. Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"The Office of Federal Procurement Policy and the Small Business Administration Reinforce Small Business Participation in Federal Contracting. Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on the 45th Ryder Cup Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on the 45th Ryder Cup Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on the 45th Ryder Cup Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 26, 2025",2025-09-26,https://www.whitehouse.gov/briefings-statements/
WH,"First Lady Melania Trump Launches a Global Coalition for Children Fostering the Future Together Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"First Lady Melania Trump Launches a Global Coalition for Children Fostering the Future Together Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"First Lady Melania Trump Launches a Global Coalition for Children Fostering the Future Together Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on National Gang Violence Prevention Week Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on National Gang Violence Prevention Week Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"Presidential Message on National Gang Violence Prevention Week Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 23, 2025",2025-09-23,https://www.whitehouse.gov/briefings-statements/
WH,"National Historically Black Colleges and Universities Week, 2025 Briefings & Statements September 22, 2025",2025-09-22,https://www.whitehouse.gov/briefings-statements/
WH,"National Historically Black Colleges and Universities Week, 2025 Briefings & Statements September 22, 2025",2025-09-22,https://www.whitehouse.gov/briefings-statements/
WH,"National Historically Black Colleges and Universities Week, 2025 Briefings & Statements September 22, 2025",2025-09-22,https://www.whitehouse.gov/briefings-statements/
WH,"Briefings & Statements September 22, 2025",2025-09-22,https://www.whitehouse.gov/briefings-statements/
WH,Menu President Donald J. Trump The White House Search News Articles Briefings & Statements Fact Sheets Presidential Actions Executive Orders Nominations & Appointments Presidential Memoranda Proclamat,2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Leif Erikson Day, 2025 Presidential Actions , Proclamations October 9, 2025 Columbus Day, 2025 Presidential Actions , Proclamations October 9, 2025 Construction of Arctic Security Cutters Presidential",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Leif Erikson Day, 2025 Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Leif Erikson Day, 2025 Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Leif Erikson Day, 2025 Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Columbus Day, 2025 Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Columbus Day, 2025 Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Columbus Day, 2025 Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Proclamations October 9, 2025",2025-10-09,https://www.whitehouse.gov/presidential-actions/
WH,"Construction of Arctic Security Cutters Presidential Actions , Presidential Memoranda October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Construction of Arctic Security Cutters Presidential Actions , Presidential Memoranda October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Construction of Arctic Security Cutters Presidential Actions , Presidential Memoranda October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Presidential Memoranda October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Nominations Sent to the Senate Presidential Actions , Nominations & Appointments October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Nominations Sent to the Senate Presidential Actions , Nominations & Appointments October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Nominations Sent to the Senate Presidential Actions , Nominations & Appointments October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Nominations & Appointments October 8, 2025",2025-10-08,https://www.whitehouse.gov/presidential-actions/
WH,"Fire Prevention Week, 2025 Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"Fire Prevention Week, 2025 Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"Fire Prevention Week, 2025 Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"National Manufacturing Day, 2025 Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"National Manufacturing Day, 2025 Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"National Manufacturing Day, 2025 Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Proclamations October 7, 2025",2025-10-07,https://www.whitehouse.gov/presidential-actions/
WH,"Decision of the President and Statement of Reasons on 2025 Ambler Road Appeal Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Decision of the President and Statement of Reasons on 2025 Ambler Road Appeal Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Decision of the President and Statement of Reasons on 2025 Ambler Road Appeal Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Department of War Security for the Protection of Federal Personnel and Property in Illinois Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Department of War Security for the Protection of Federal Personnel and Property in Illinois Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Department of War Security for the Protection of Federal Personnel and Property in Illinois Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Presidential Memoranda October 6, 2025",2025-10-06,https://www.whitehouse.gov/presidential-actions/
WH,"Nominations Sent to the Senate Presidential Actions , Nominations & Appointments October 2, 2025",2025-10-02,https://www.whitehouse.gov/presidential-actions/
WH,"Nominations Sent to the Senate Presidential Actions , Nominations & Appointments October 2, 2025",2025-10-02,https://www.whitehouse.gov/presidential-actions/
WH,"Nominations Sent to the Senate Presidential Actions , Nominations & Appointments October 2, 2025",2025-10-02,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Nominations & Appointments October 2, 2025",2025-10-02,https://www.whitehouse.gov/presidential-actions/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/
WH,"Unlocking Cures for Pediatric Cancer with Artificial Intelligence Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/
WH,"Presidential Actions , Executive Orders September 30, 2025",2025-09-30,https://www.whitehouse.gov/presidential-actions/
